Regiao,Produto,NroApolice,NroItem,Data,Categoria,IS,VlrPremio,QtdSinistros,VlrIndenizacao,QtdItens,MesReferencia
Banrisul,431,1103431001021,1,2021-08-02,Passeio - Nacional,23094.72,1319.25,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001022,1,2021-08-02,Passeio - Nacional,39035.70,1264.35,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001023,1,2021-08-02,Passeio - Nacional,27053.73,0.05,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001024,1,2021-08-02,Passeio - Estrangeiro,57409.11,2801.66,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001025,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),130280.04,2375.56,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001026,1,2021-08-02,Pick-Up'S Leves - Nacional,36853.74,1859.34,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001027,1,2021-08-02,Passeio - Nacional,65126.16,2115.81,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001028,1,2021-08-02,Passeio - Nacional,20958.30,1114.74,2.00,43773.00,1,2021-08-01
Banrisul,431,1103431001029,1,2021-08-02,Pick-Up'S Leves - Nacional,55673.10,1909.36,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001030,1,2021-08-02,Passeio - Nacional,43229.34,1156.33,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001031,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),109068.30,1578.13,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001032,1,2021-08-02,Passeio - Nacional,18961.47,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001033,1,2021-08-02,Passeio - Nacional,59912.82,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001034,1,2021-08-02,Passeio - Nacional,37113.12,1335.25,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001035,1,2021-08-02,Passeio - Nacional,27423.00,1274.06,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001036,1,2021-08-02,Passeio - Nacional,35466.75,1164.88,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001037,1,2021-08-02,Passeio - Nacional,65969.44,1536.20,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001038,1,2021-08-02,Passeio - Nacional,52651.17,1683.09,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001039,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),112346.04,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001040,1,2021-08-02,Pick-Up'S Leves - Nacional,59627.70,1606.74,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001041,1,2021-08-02,Passeio - Nacional,47574.45,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001042,1,2021-08-02,Passeio - Nacional,27641.79,0.07,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001043,1,2021-08-02,Passeio - Nacional,37671.48,815.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001044,1,2021-08-02,Passeio - Nacional,50447.43,1048.08,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001045,1,2021-08-02,Passeio - Nacional,51036.48,1489.24,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001046,1,2021-08-02,Pick-Up'S Leves - Nacional,36943.83,1561.84,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001047,1,2021-08-02,Passeio - Nacional,27760.59,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001048,1,2021-08-02,Passeio - Nacional,27990.27,1348.77,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001049,1,2021-08-02,Pick-Up'S Leves - Nacional,116084.43,1191.85,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001050,1,2021-08-02,Passeio - Nacional,58144.68,1284.46,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001051,1,2021-08-02,Passeio - Nacional,37449.72,1234.31,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001052,1,2021-08-02,Passeio - Nacional,41170.14,662.67,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001053,1,2021-08-02,Passeio - Nacional,31404.78,784.15,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001054,1,2021-08-02,Passeio - Nacional,64495.93,1385.15,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001055,1,2021-08-02,Pick-Up'S Leves - Nacional,59627.70,809.37,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001056,1,2021-08-02,Passeio - Nacional,24955.92,1042.59,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001057,1,2021-08-02,Pick-Up'S Leves - Nacional,54265.86,1960.99,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001058,1,2021-08-02,Passeio - Nacional,46813.14,1167.48,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001059,1,2021-08-02,Passeio - Nacional,64117.35,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001060,1,2021-08-02,Passeio - Nacional,112596.66,2265.55,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001061,1,2021-08-02,Pick-Up'S Leves - Nacional,101561.13,2220.60,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001062,1,2021-08-02,Passeio - Nacional,32769.00,745.52,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001063,1,2021-08-02,Passeio - Nacional,45558.81,1249.44,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001064,1,2021-08-02,Pick-Up'S Leves - Nacional,116644.77,2238.25,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001065,1,2021-08-02,Passeio - Nacional,86644.11,1944.39,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001066,1,2021-08-02,Passeio - Nacional,51681.86,1319.40,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001067,1,2021-08-02,Passeio - Nacional,38703.06,1391.19,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001068,1,2021-08-02,Pick-Up'S Leves - Nacional,66337.92,1482.11,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001069,1,2021-08-02,Passeio - Nacional,40023.72,881.16,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001070,1,2021-08-02,Passeio - Nacional,59972.22,1731.68,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001071,1,2021-08-02,Passeio - Nacional,23433.30,907.29,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001072,1,2021-08-02,Passeio - Nacional,36516.15,816.07,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001073,1,2021-08-02,Passeio - Nacional,30962.25,964.41,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001074,1,2021-08-02,Passeio - Nacional,37914.03,1228.11,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001075,1,2021-08-02,Passeio - Nacional,22702.68,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001076,1,2021-08-02,Pick-Up'S Leves - Nacional,96991.29,1635.34,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001077,1,2021-08-02,Pick-Up'S Leves - Nacional,60727.59,1767.37,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001078,1,2021-08-02,Passeio - Nacional,30690.99,991.44,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001079,1,2021-08-02,Pick-Up'S Leves - Nacional,91312.65,1340.41,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001080,1,2021-08-02,Pick-Up'S Leves - Nacional,49960.35,1646.77,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001081,1,2021-08-02,Pick-Up'S Leves - Nacional,48708.00,1336.51,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001082,1,2021-08-02,Passeio - Nacional,29261.43,807.61,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001083,1,2021-08-02,Passeio - Nacional,35664.75,1905.43,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001084,1,2021-08-02,Passeio - Nacional,19670.31,763.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001085,1,2021-08-02,Passeio - Nacional,39834.63,894.07,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001086,1,2021-08-02,Passeio - Nacional,34310.43,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001087,1,2021-08-02,Passeio - Nacional,24871.77,687.65,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001088,1,2021-08-02,Pick-Up'S Leves - Nacional,47836.80,1530.40,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001089,1,2021-08-02,Passeio - Nacional,62908.46,1123.98,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001090,1,2021-08-02,Passeio - Nacional,20719.31,1192.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001091,1,2021-08-02,Passeio - Nacional,27442.80,0.04,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001092,1,2021-08-02,Passeio - Nacional,42867.99,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001093,1,2021-08-02,Passeio - Nacional,64946.97,-0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001094,1,2021-08-02,Pick-Up'S Leves - Nacional,146540.79,2326.13,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001095,1,2021-08-02,Passeio - Nacional,81377.01,1193.19,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001096,1,2021-08-02,Pick-Up'S Leves - Nacional,51267.15,1573.08,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001097,1,2021-08-02,Passeio - Nacional,59200.02,1655.55,3.00,80157.03,1,2021-08-01
Banrisul,431,1103431001098,1,2021-08-02,Passeio - Nacional,34023.33,1581.64,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001099,1,2021-08-02,Passeio - Nacional,28326.87,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001100,1,2021-08-02,Passeio - Nacional,38915.91,1196.03,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001101,1,2021-08-02,Pick-Up'S Leves - Nacional,20817.72,969.37,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001102,1,2021-08-02,Passeio - Nacional,51494.45,1598.65,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001103,1,2021-08-02,Passeio - Nacional,24709.41,1265.65,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001104,1,2021-08-02,Passeio - Nacional,14947.02,1163.89,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001105,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),42121.53,1719.74,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001106,1,2021-08-02,Passeio - Nacional,37646.73,1485.68,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001107,1,2021-08-02,Passeio - Nacional,35829.00,1101.16,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001108,1,2021-08-02,Passeio - Nacional,61070.13,859.84,1.00,3627.66,1,2021-08-01
Banrisul,431,1103431001109,1,2021-08-02,Passeio - Nacional,48627.81,599.39,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001110,1,2021-08-02,Passeio - Nacional,34047.09,1067.22,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001111,1,2021-08-02,Passeio - Nacional,19746.54,1403.74,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001112,1,2021-08-02,Pick-Up'S Leves - Nacional,58094.19,1405.03,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001113,1,2021-08-02,Pick-Up'S Leves - Nacional,82284.84,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001114,1,2021-08-02,Passeio - Nacional,39070.35,1302.87,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001115,1,2021-08-02,Passeio - Nacional,27082.44,1036.69,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001116,1,2021-08-02,Passeio - Nacional,82670.94,1947.68,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001117,1,2021-08-02,Passeio - Nacional,20997.90,-0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001118,1,2021-08-02,Pick-Up'S Leves - Nacional,100065.39,1903.73,1.00,8910.52,1,2021-08-01
Banrisul,431,1103431001119,1,2021-08-02,Passeio - Nacional,73666.89,1578.16,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001120,1,2021-08-02,Passeio - Nacional,24206.49,989.04,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001121,1,2021-08-02,Passeio - Nacional,96749.73,2513.11,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001122,1,2021-08-02,Passeio - Nacional,19951.47,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001123,1,2021-08-02,Pick-Up'S Leves - Nacional,47003.22,1937.03,1.00,9225.69,1,2021-08-01
Banrisul,431,1103431001124,1,2021-08-02,Passeio - Nacional,65744.91,2157.19,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001125,1,2021-08-02,Passeio - Estrangeiro,61488.90,2486.98,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001126,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),77974.38,1368.17,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001127,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),74297.52,1265.83,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001128,1,2021-08-02,Passeio - Nacional,41066.19,1016.98,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001129,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),163053.99,2006.55,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001130,1,2021-08-02,Passeio - Nacional,89092.08,2929.71,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001131,1,2021-08-02,Passeio - Nacional,46293.39,-0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001132,1,2021-08-02,Passeio - Nacional,47369.52,1104.80,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001133,1,2021-08-02,Pick-Up'S Leves - Nacional,130539.42,2673.49,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001134,1,2021-08-02,Passeio - Nacional,42151.23,1920.83,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001135,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),93748.05,3223.57,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001136,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),44442.09,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001137,1,2021-08-02,Passeio - Nacional,38459.52,1589.99,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001138,1,2021-08-02,Passeio - Nacional,32675.94,1408.48,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001139,1,2021-08-02,Passeio - Nacional,35822.16,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001140,1,2021-08-02,Passeio - Nacional,55157.85,992.25,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001141,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),130162.23,1709.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001142,1,2021-08-02,Passeio - Nacional,30690.99,947.55,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001143,1,2021-08-02,Passeio - Nacional,30791.97,1333.39,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001144,1,2021-08-02,Passeio - Nacional,28408.05,1238.76,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001145,1,2021-08-02,Passeio - Nacional,43874.82,762.58,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001146,1,2021-08-02,Pick-Up'S Leves - Nacional,161732.34,3400.37,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001147,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),116200.26,2562.60,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001148,1,2021-08-02,Passeio - Nacional,108585.13,1684.17,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001149,1,2021-08-02,Pick-Up'S Leves - Nacional,91312.65,-0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001150,1,2021-08-02,Passeio - Nacional,49627.71,0.03,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001151,1,2021-08-02,Passeio - Nacional,47908.71,0.05,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001152,1,2021-08-02,Pick-Up'S Leves - Nacional,54265.86,1808.19,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001153,1,2021-08-02,Passeio - Nacional,46204.29,572.07,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001154,1,2021-08-02,Passeio - Nacional,36147.87,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001155,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),85350.87,1549.67,1.00,10736.22,1,2021-08-01
Banrisul,431,1103431001156,1,2021-08-02,Passeio - Nacional,66947.76,905.69,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001157,1,2021-08-02,Passeio - Nacional,35049.96,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001158,1,2021-08-02,Pick-Up'S Leves - Estrangeiro,83422.35,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001159,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),71050.32,0.08,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001160,1,2021-08-02,Pick-Up'S Leves - Nacional,87113.22,1959.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001161,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),151740.27,1849.53,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001162,1,2021-08-02,Passeio - Nacional,19920.78,1435.11,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001163,1,2021-08-02,Passeio - Nacional,38511.00,1084.10,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001164,1,2021-08-02,Passeio - Nacional,54270.81,829.12,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001165,1,2021-08-02,Passeio - Nacional,49471.29,2217.17,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001166,1,2021-08-02,Passeio - Nacional,40115.79,1233.69,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001167,1,2021-08-02,Passeio - Nacional,41718.60,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001168,1,2021-08-02,Passeio - Nacional,40774.14,1042.25,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001169,1,2021-08-02,Pick-Up'S Leves - Nacional,93493.62,3848.76,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001170,1,2021-08-02,Pick-Up'S Leves - Nacional,88405.02,2112.41,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001171,1,2021-08-02,Passeio - Nacional,27081.45,-0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001172,1,2021-08-02,Passeio - Nacional,27641.79,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001173,1,2021-08-02,Passeio - Nacional,36094.41,1452.91,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001174,1,2021-08-02,Passeio - Nacional,33104.61,1175.22,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001175,1,2021-08-02,Passeio - Nacional,37929.87,827.08,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001176,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),176319.00,1485.17,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001177,1,2021-08-02,Pick-Up'S Leves - Nacional,98168.30,1341.97,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001178,1,2021-08-02,Passeio - Nacional,42875.91,1393.09,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001179,1,2021-08-02,Passeio - Nacional,36437.94,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001180,1,2021-08-02,Passeio - Nacional,50851.35,1332.39,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001181,1,2021-08-02,Passeio - Nacional,19670.31,1134.84,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001182,1,2021-08-02,Passeio - Nacional,53775.41,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001183,1,2021-08-02,Passeio - Nacional,72271.24,861.19,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001184,1,2021-08-02,Pick-Up'S Leves - Nacional,69944.49,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001185,1,2021-08-02,Passeio - Nacional,33143.22,843.22,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001186,1,2021-08-02,Passeio - Nacional,48627.81,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001187,1,2021-08-02,Passeio - Nacional,28170.45,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001188,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),86216.13,1930.12,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001189,1,2021-08-02,Passeio - Nacional,19259.46,1269.46,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001190,1,2021-08-02,Passeio - Nacional,26954.73,1168.31,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001191,1,2021-08-02,Passeio - Nacional,48646.62,1346.55,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001192,1,2021-08-02,Passeio - Estrangeiro,48789.18,451.03,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001193,1,2021-08-02,Passeio - Nacional,24685.65,1021.74,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001194,1,2021-08-02,Passeio - Nacional,48646.62,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001195,1,2021-08-02,Passeio - Nacional,25286.58,947.39,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001196,1,2021-08-02,Passeio - Nacional,46204.29,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001197,1,2021-08-02,Pick-Up'S Leves - Nacional,37475.46,1443.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001198,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),105909.46,1136.18,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001199,1,2021-08-02,Pick-Up'S Leves - Nacional,42626.43,1861.03,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001200,1,2021-08-02,Passeio - Nacional,38103.12,1599.24,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001201,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),100403.82,2507.83,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001202,1,2021-08-02,Passeio - Nacional,58459.50,1781.58,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001203,1,2021-08-02,Pick-Up'S Leves - Nacional,100523.81,1995.97,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001204,1,2021-08-02,Passeio - Nacional,18363.51,1179.55,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001205,1,2021-08-02,Passeio - Nacional,53435.25,867.95,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001206,1,2021-08-02,Passeio - Nacional,28831.77,0.04,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001207,1,2021-08-02,Passeio - Nacional,25672.68,1379.18,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001208,1,2021-08-02,Pick-Up'S Leves - Nacional,138359.43,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001209,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),152137.26,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001210,1,2021-08-02,Passeio - Nacional,22475.97,985.51,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001211,1,2021-08-02,Passeio - Nacional,37691.28,737.47,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001212,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),116698.23,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001213,1,2021-08-02,Passeio - Nacional,25672.68,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001214,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),36166.68,882.10,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001215,1,2021-08-02,Pick-Up'S Leves - Nacional,40774.14,1704.58,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001216,1,2021-08-02,Passeio - Nacional,28949.58,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001217,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),181667.97,0.01,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001218,1,2021-08-02,Pick-Up'S Leves - Nacional,87444.72,-0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001219,1,2021-08-02,Passeio - Nacional,57764.52,1042.15,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001220,1,2021-08-02,Passeio - Nacional,21572.10,1235.27,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001221,1,2021-08-02,Passeio - Nacional,23396.67,813.96,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001222,1,2021-08-02,Passeio - Nacional,19823.76,1058.55,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001223,1,2021-08-02,Pick-Up'S Leves - Nacional,32959.08,352.71,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001224,1,2021-08-02,Passeio - Nacional,38511.99,1517.03,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001225,1,2021-08-02,Passeio - Nacional,55216.26,0.02,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001226,1,2021-08-02,Passeio - Nacional,26554.77,1190.65,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001227,1,2021-08-02,Pick-Up'S Leves - Nacional,82269.99,1361.10,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001228,1,2021-08-02,Passeio - Nacional,57875.40,1270.94,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001229,1,2021-08-02,Pick-Up'S Leves - Nacional,30203.91,1430.26,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001230,1,2021-08-02,Pick-Up'S Leves - Nacional,76561.65,2696.26,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001231,1,2021-08-02,Passeio - Nacional,24474.78,1017.84,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001232,1,2021-08-02,Passeio - Nacional,25886.52,953.19,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001233,1,2021-08-02,Passeio - Nacional,10894.95,0.07,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001234,1,2021-08-02,Passeio - Nacional,54565.83,1050.08,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001235,1,2021-08-02,Passeio - Nacional,26554.77,1831.49,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001236,1,2021-08-02,Passeio - Nacional,24911.37,1369.63,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001237,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),77394.24,1711.70,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001238,1,2021-08-02,Passeio - Nacional,41170.14,0.00,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001239,1,2021-08-02,Passeio - Nacional,27760.59,777.43,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001240,1,2021-08-02,Pick-Up'S Leves - Nacional,38127.87,1548.06,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001241,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),164667.69,4164.93,2.00,5771.35,1,2021-08-01
Banrisul,431,1103431001242,1,2021-08-02,Pick-Up'S Pesadas (Pessoas),76342.86,2665.77,0.00,0.00,1,2021-08-01
Banrisul,431,1103431001243,1,2021-08-02,Passeio - Nacional,18936.72,1071.30,0.00,0.00,1,2021-08-01
